"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.788251968503937,0.841637795275591,0.810932203389831,0.773488372093023,0.789626016260163,0.77695867768595,0.78235,0.777,0.800133333333333,0.838048,0.833162393162393,0.893044247787611
"SE",0.00517874327992856,0.00130523224250001,0.00449711035885466,0.0035474585601769,0.00306145702476882,0.00404556182094516,0.00424269441650275,0.00512307123757914,0.00415867208992817,0.00268698253479336,0.00477314233107996,0.000677261317119418
