"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.935571428571429,0.868125,0.938,0.875066666666667,0.973285714285714,0.854133333333333,0.969538461538462,0.944777777777778,0.898307692307692,0.9681,0.9211,0.977647058823529
"SE",0.00232434961238807,0.00282281425365206,0.00262625646452579,0.00227701672499069,0.00169840675267312,0.00286356576783253,0.00195763310572916,0.00205981342400125,0.00366105549873104,0.00175526120100899,0.00265210242912848,0.00127816949639422
