"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.940125984251968,0.952409448818898,0.948220338983051,0.922403100775194,0.926178861788618,0.911636363636364,0.93025,0.9295,0.938783333333333,0.967552,0.949521367521368,0.985911504424779
"SE",0.00150357200891299,0.000568160358267429,0.000900156579689801,0.00107845336293808,0.00132438681381945,0.00152187546253278,0.00119336168579149,0.00112239629951115,0.00117225282542067,0.000783383668417901,0.00112785394393769,0.000653549257271276
