"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.905428571428571,0.835125,0.903857142857143,0.843866666666667,0.952,0.821733333333333,0.948461538461538,0.903111111111111,0.882153846153846,0.9288,0.8773,0.959058823529412
"SE",0.00299793393336124,0.00300685485220095,0.00291363419851759,0.00227488783762893,0.0023243936007532,0.00289306790553459,0.00251426306841575,0.00325642745207264,0.00396976633023308,0.0025167017255031,0.00350770980215186,0.00143166453491098
