"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.96970652173913,0.974207650273224,0.970459016393443,0.964145251396648,0.968497237569061,0.971289617486339,0.975307692307692,0.974362637362637,0.968710382513661,0.975672131147541,0.971703296703297,0.982361581920904
"SE",0.000589180396220292,0.000423248592485606,0.000414069631951808,0.000518554442658394,0.000524262548239603,0.00054707652464846,0.000498894346715313,0.000510905711062213,0.000513064382901983,0.000481834048607681,0.000387311502967083,0.000590282316304573
