"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.829857142857143,0.785,0.847285714285714,0.799466666666667,0.884,0.764666666666667,0.888307692307692,0.799222222222222,0.838461538461538,0.8487,0.7851,0.922352941176471
"SE",0.00729166213378998,0.00312362194064136,0.00543678842306029,0.00483431657932472,0.00554817244651038,0.00528594511557423,0.00570393240121271,0.00734278555222735,0.00594648317518075,0.00428758519140403,0.00589027764553446,0.00181983898719015
