"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.967285714285714,0.932375,0.977,0.920533333333333,0.990571428571429,0.9148,0.994307692307692,0.975444444444444,0.936153846153846,0.9921,0.9662,1
"SE",0.00160592488122644,0.00219464728450993,0.00175813515444625,0.00227899511816246,0.00108235198932716,0.00275588235468852,0.000901421117627723,0.00126479957085199,0.00342473108576522,0.000852427865882543,0.00173237474135621,0
