"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14"
"Mean",0.993070707070707,0.752486956521739,0.692655172413793,0.661965517241379,0.596890756302521,0.589090909090909,0.812229885057471,0.612352941176471,0.697981651376147,0.563949152542373,0.681314285714286,0.594183333333333,0.631210084033613,0.675716666666667
"SE",0.000894295139506661,0.00560891487974715,0.00574610427876065,0.0048954213584504,0.0029362067586626,0.00351141696104457,0.00338132879302589,0.00368188211842022,0.00119184707288688,0.00290294064927747,0.00179998874035814,0.0032976293415276,0.00471349353338284,0.00412248796678593
