"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14"
"Mean",1,0.926278260869565,0.92801724137931,0.918568965517241,0.86,0.866694214876033,0.884068965517241,0.872134453781513,0.848385321100917,0.851847457627119,0.885619047619048,0.864816666666667,0.881563025210084,0.91725
"SE",0,0.00206869226106595,0.0022951891205129,0.00223161321280532,0.00276706307143201,0.00224315149824803,0.0022679262005032,0.00250510988056685,0.00237116917796167,0.00232867978684479,0.00306641723724662,0.00259802039551397,0.00179441819548026,0.00142196149897411
