"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14"
"Mean",0.999010101010101,0.893565217391304,0.861172413793103,0.846568965517241,0.781310924369748,0.787107438016529,0.869126436781609,0.792268907563025,0.813339449541284,0.761949152542373,0.818438095238095,0.778216666666667,0.81036974789916,0.844783333333333
"SE",0.000284694557149641,0.00240814918266184,0.00360588402021858,0.00358110046589382,0.00331777013992721,0.00291769571859096,0.0017565051292566,0.00323357298614317,0.00248159459657284,0.00298724070895419,0.00347097402364517,0.00294547524631103,0.00289046207003237,0.00254075344698752
