"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14"
"Mean",1,0.971095652173913,0.983689655172414,0.975879310344828,0.944840336134454,0.953438016528926,0.908689655172414,0.955495798319328,0.908403669724771,0.951559322033898,0.964342857142857,0.95295,0.943731092436975,0.977116666666667
"SE",0,0.00122919778114965,0.000774943597509105,0.000778477459777042,0.00169300070664318,0.00119334343151212,0.00292078147520131,0.00151619265838926,0.00265362613060787,0.000977530474503653,0.0013615318706031,0.0012828127061658,0.000990133298100609,0.000629725953267852
