"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25"
"Mean",0.877722033898305,0.974500622665006,1,0.972835599505562,1,1,1,0.976294685990338,0.981099750623441,0.976976100628931,0.862597402597403,0.879261202185792,0.898496470588235,0.857529824561403,0.879956964892412,0.918609004739336,0.900719178082192,0.910353086419753,0.879755688622754,0.899382388419783,0.904423028785982,0.893720605355064,0.885866972477064,0.941130759651308,0.826087256027555
"SE",0.00195151428806407,0.000318526330690233,0,0.000253670686299392,0,0,0,5.01852703389108e-05,0.000322786394307134,0.000292569441101304,0.00525910878870934,0.000620217335080557,0.00290462575387126,0.00369742750436105,0.00155070109915488,0.00171402965593028,0.00129904870715742,0.00385849102958557,0.00341344365741088,0.00424896323393697,0.00601092995250445,0.00200440920935307,0.00242381637696204,0.00171851058168206,0.00497930083180016
