"Npop2","Npop3","Npop4","Npop6","Npop7","Npop8","Npop9","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20","Npop21","Npop22","Npop23","Npop24","Npop25"
0.1506,0.1405,0.1608,0.2046,0.1971,0.1795,0.1864,0.1842,0.1684,0.1818,0.1887,0.1899,0.1915,0.1958,0.2026,0.1994,0.2045,0.2096,0.2112,0.2122,0.2103,0.2122
