"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18"
"Mean",0.61561038961039,0.4856,0.519489361702128,0.581395348837209,0.556977272727273,0.669150684931507,0.538918367346939,0.536,0.492407766990291,0.553558139534884,0.622128205128205,0.748885245901639,0.75783606557377,0.608891891891892,0.773642857142857,0.529868131868132,0.546,0.572344827586207
"SE",0.00172311774448021,0.00129268017857789,0.00138778164260273,0.00146639883025436,0.00118625711412292,0.00148409131395621,0.00144476614337361,0.001909369367819,0.0011494500265579,0.00206087561876916,0.00144935363956614,0.00144199189372957,0.00147798396368974,0.00246405004961708,0.00147640017411674,0.00163263933367557,0.00163141279705278,0.00153156928953422
