"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18"
"Mean",0.426337662337662,0.32472,0.355212765957447,0.388906976744186,0.381227272727273,0.449452054794521,0.349673469387755,0.34674,0.328504854368932,0.378255813953488,0.417871794871795,0.508819672131148,0.542360655737705,0.448810810810811,0.576964285714286,0.368087912087912,0.365446808510638,0.385655172413793
"SE",0.00108679167907686,0.000925828015902554,0.000867468113312235,0.000953461090822201,0.000960323109169962,0.000817674646821511,0.000949015322050926,0.00110416627657825,0.000619715416173247,0.00123544952412105,0.00106835852887989,0.00183622689636846,0.00131380259372934,0.00123490251722028,0.000919096265512112,0.0009801729501157,0.00084229051480512,0.000988062634009329
