"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18"
"Mean",0.681324675324675,0.5401,0.578574468085106,0.646069767441861,0.6075,0.744986301369863,0.604551020408163,0.59596,0.546038834951456,0.604930232558139,0.686717948717949,0.816426229508197,0.817508196721311,0.659162162162162,0.831571428571429,0.584637362637363,0.603276595744681,0.630620689655172
"SE",0.001741862519352,0.00139638095071475,0.00155496610492877,0.00147947419231167,0.00129299474335741,0.00152009838046562,0.00154485919192316,0.0020499173452226,0.00125480622097343,0.00214138814309364,0.0014065148360902,0.00125635591054976,0.00145494973981828,0.00251710081277963,0.00174579192817012,0.00171213382422914,0.00171991199540979,0.00172152567408011
