"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18"
"Mean",0.820909090909091,0.66318,0.701851063829787,0.783186046511628,0.715431818181818,0.889698630136986,0.756673469387755,0.7253,0.659708737864078,0.722418604651163,0.822948717948718,0.967049180327869,0.93455737704918,0.758756756756757,0.941428571428571,0.699428571428571,0.71831914893617,0.750942528735632
"SE",0.00128928475911649,0.00152972393281312,0.00173687798203345,0.00142903027318317,0.00145992802761209,0.00144719488002298,0.00182366234997077,0.00228285849008902,0.00157280016095651,0.0023694204207971,0.00116633925424153,0.000369786662229949,0.0010914558442605,0.00220703185414593,0.00139324339304506,0.00200406269583424,0.00171137083325689,0.00192347861918084
