"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18"
"Mean",0.541974025974026,0.41806,0.449893617021277,0.499813953488372,0.48525,0.57627397260274,0.456632653061224,0.45334,0.425805825242718,0.484093023255814,0.537692307692308,0.652459016393443,0.67672131147541,0.547162162162162,0.7,0.462505494505494,0.472553191489362,0.496344827586207
"SE",0.00157038686038724,0.0011193653369276,0.0012819410116244,0.00120689799380904,0.00112620665729518,0.00119971318461788,0.00123415642346283,0.00156453966671909,0.000977450727342638,0.001884642732495,0.00139457864388999,0.00161518383477487,0.00148699055337869,0.00236362847880517,0.00124151037133272,0.00134508712855215,0.0013666883615166,0.00134974690508923
