"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18"
"Mean",0.780909090909091,0.62642,0.665170212765957,0.746418604651163,0.686295454545454,0.847479452054794,0.712489795918367,0.69224,0.627320388349515,0.68746511627907,0.784820512820513,0.928360655737705,0.902622950819672,0.731810810810811,0.912535714285714,0.667010989010989,0.684595744680851,0.723172413793103
"SE",0.00145380677701321,0.00165923878531494,0.00174131201949061,0.00146335940694447,0.00136222789652865,0.00152497650465306,0.00172043666315051,0.00218786157618646,0.00151888100941725,0.00237282008437079,0.00127061130988608,0.000666612089637651,0.00126864249916093,0.00235092797510227,0.00164597766221807,0.00197012697153347,0.0017596307401676,0.00184041482930052
