"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26"
"Mean",0.880567567567568,0.77643956043956,0.77072,0.81,0.795577464788732,0.88336231884058,0.965615384615385,0.7915,0.825594594594595,0.91934693877551,0.900590163934426,0.90512676056338,0.902984615384615,0.928508474576271,0.888426229508197,0.893074074074074,0.88615,0.797373134328358,0.914651162790698,0.883194029850746,0.912285714285714,0.9124,0.896434782608696,0.958260869565217,0.885650793650794,0.883630769230769
"SE",0.00209068435211472,0.00116139172426442,0.00151349120326344,0.00247841319749862,0.00203194261955217,0.00173040709610648,0.00119507056922902,0.00253075664802237,0.00164976348397517,0.00202432830785738,0.00137684579212896,0.00182415607619644,0.00135736401288529,0.00116028365427322,0.00140634784768487,0.00168001941424728,0.00268762006303094,0.00175359199905128,0.00191090115292036,0.00155030203886088,0.00195379674435865,0.00145983643265589,0.00200962939416431,0.0026901967636724,0.00127950327417926,0.00145085938135604
