"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26"
"Mean",0.360594594594595,0.304945054945055,0.33384,0.319027777777778,0.344901408450704,0.357420289855072,0.428038461538462,0.337805555555556,0.35427027027027,0.472081632653061,0.394524590163934,0.375521126760563,0.382338461538462,0.415491525423729,0.381147540983607,0.411814814814815,0.4755,0.323910447761194,0.450976744186046,0.342059701492537,0.428904761904762,0.434836363636364,0.440304347826087,0.641217391304348,0.361873015873016,0.379661538461538
"SE",0.0018365071918222,0.00110652730452386,0.00128912081083576,0.00221094716744285,0.00172001410971618,0.00195107989954926,0.00220350801712942,0.00186798118497345,0.00150355355151856,0.00213213859275817,0.00191280758305426,0.00167764676438415,0.00155198251455565,0.00201744360039491,0.0019935785891339,0.00211896668689283,0.00232600959612865,0.00191949066336521,0.00305982309208928,0.0014963126361656,0.00238090562030616,0.00200447403647548,0.00294946276604512,0.00337819823462291,0.00138173186304091,0.00194386068134016
