"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26"
"Mean",0.845135135135135,0.740307692307692,0.736666666666667,0.773833333333333,0.758422535211268,0.842289855072464,0.931538461538462,0.758694444444444,0.790324324324324,0.889877551020408,0.860622950819672,0.868366197183099,0.865476923076923,0.890983050847458,0.847868852459016,0.862074074074074,0.8564,0.762029850746269,0.889069767441861,0.834268656716418,0.88,0.880872727272727,0.861173913043478,0.927130434782609,0.843492063492064,0.840553846153846
"SE",0.00234953558801962,0.00123558891832732,0.00152076109810974,0.00244051297172439,0.00215786127902926,0.00199083658955503,0.00158515543186738,0.00248188312989491,0.0018024752753882,0.00208475540849926,0.00168279036932912,0.00197846129059502,0.00151366857754268,0.00143188002087101,0.00163533133466864,0.00199017574952062,0.00304164152495534,0.00177392187896883,0.00219986923653677,0.00152379320790094,0.00219846520667711,0.00163259337726641,0.00227253093414002,0.00333447694966934,0.0014458735987239,0.00163436317752551
