"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26"
"Mean",0.444810810810811,0.384351648351648,0.4032,0.392638888888889,0.417859154929577,0.43495652173913,0.524846153846154,0.411305555555556,0.437216216216216,0.561020408163265,0.478459016393443,0.464507042253521,0.468307692307692,0.51193220338983,0.461868852459016,0.501259259259259,0.558,0.395134328358209,0.539953488372093,0.421432835820896,0.511952380952381,0.516181818181818,0.522739130434783,0.691826086956522,0.443936507936508,0.461446153846154
"SE",0.00220925665179509,0.00117318401789103,0.00148026729729186,0.00256845315691915,0.00206223488171034,0.00211307272483854,0.00249073891480994,0.00207938689526847,0.00166692350341953,0.00246262540457369,0.0021808950580401,0.0020053362399423,0.00169573765669388,0.00216985875428701,0.00227804378992316,0.00216802460838372,0.00274628552199815,0.00197589051515199,0.00323143423110816,0.00171394903321741,0.00255139438953885,0.00213769373632965,0.00309462432505564,0.00377224144863786,0.00163570565070628,0.00215797837440641
