"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26"
"Mean",0.265648648648649,0.220703296703297,0.25168,0.231527777777778,0.259492957746479,0.258840579710145,0.317961538461538,0.251083333333333,0.26027027027027,0.36530612244898,0.294590163934426,0.275774647887324,0.281353846153846,0.311152542372881,0.282,0.306296296296296,0.3734,0.237283582089552,0.332,0.248298507462687,0.325666666666667,0.339127272727273,0.339739130434783,0.566173913043478,0.270730158730159,0.288369230769231
"SE",0.00132827559949778,0.00102021153325003,0.00113323100642222,0.0017087551955345,0.00144608392252825,0.00166933212627482,0.00167394337459887,0.00149529960740511,0.00130146786696004,0.00193759664010303,0.00170237574759228,0.00150790578448698,0.00134414168363459,0.00167575804427436,0.00172689065930396,0.00182689334009488,0.00202931422713806,0.00162232844247015,0.0028692521666582,0.00138928983152805,0.00219740974789698,0.00159141438505011,0.00269582642984741,0.00300868598215236,0.00119004965267532,0.00178407310377023
