"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26"
"Mean",0.750702702702703,0.66010989010989,0.655946666666667,0.687166666666667,0.683943661971831,0.747478260869565,0.847423076923077,0.680027777777778,0.716945945945946,0.826285714285714,0.776065573770492,0.781352112676056,0.7764,0.810745762711864,0.761540983606557,0.784111111111111,0.78445,0.679014925373134,0.819674418604651,0.73689552238806,0.798238095238095,0.792254545454545,0.795086956521739,0.866347826086956,0.747333333333333,0.751692307692308
"SE",0.00263880042068913,0.00122026827793814,0.00157395682991214,0.00275720392477017,0.00226478317154966,0.00210432652734325,0.00211744087736464,0.00259357489396335,0.00185898092679995,0.00258627328842457,0.00199153790536481,0.0021915452469767,0.00173369572566642,0.00186819233347931,0.00187674347570854,0.00224000100043294,0.00338848914967052,0.00204261716144851,0.00263650305816493,0.00176796665102086,0.00244017481421617,0.00197577605471886,0.00259539681853504,0.00390462339414698,0.00169933775059642,0.00185880256626443
