"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26"
"Mean",0.585648648648649,0.508615384615385,0.516666666666667,0.527805555555556,0.541943661971831,0.582579710144927,0.677615384615385,0.531888888888889,0.567351351351351,0.691836734693878,0.621016393442623,0.613718309859155,0.6148,0.64864406779661,0.60255737704918,0.633962962962963,0.66565,0.525940298507463,0.677767441860465,0.562059701492537,0.649666666666667,0.645490909090909,0.656869565217391,0.776434782608696,0.578666666666667,0.592646153846154
"SE",0.00257140282035312,0.00126144283457339,0.0015249721206719,0.00275247297204482,0.00220277150919549,0.00226227774100848,0.00258040932622208,0.00246329847612275,0.00170287678716396,0.00259788854911715,0.00217801275521913,0.00215303163990659,0.00173475036706012,0.00221849224078528,0.00221969847614828,0.00241967198307328,0.00318637112117275,0.00208708914740549,0.00311822960215878,0.00196179965492275,0.00263683761881103,0.00221741711699218,0.00316085535699514,0.00398020453011799,0.00180324305982838,0.00207134787738493
