"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26"
"Mean",0.697216216216216,0.614615384615385,0.60984,0.638333333333333,0.644366197183099,0.697420289855072,0.796730769230769,0.637222222222222,0.673648648648649,0.786734693877551,0.729114754098361,0.732197183098591,0.724830769230769,0.763220338983051,0.710885245901639,0.738407407407407,0.7458,0.632328358208955,0.775860465116279,0.682029850746269,0.760857142857143,0.752109090909091,0.747565217391304,0.840608695652174,0.697015873015873,0.7028
"SE",0.00281500188545779,0.00128102737143882,0.00161548463422871,0.00273729123484998,0.00229140411218643,0.00221340371599548,0.00228047447904875,0.00255581693453872,0.00187392330507243,0.0025852474642934,0.00211291520915471,0.00215204172700332,0.00180239544208957,0.00193162170494229,0.00201988041436415,0.00238172415828534,0.00341951841820231,0.00206933358152491,0.00283412100605097,0.00178530071242952,0.00256473275819144,0.00204230647810491,0.00272862208259125,0.0040856957116734,0.00164881537327243,0.00200896545023015
