"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20"
"Mean",0.922666666666667,0.890611111111111,0.890375,0.932538461538462,0.8764,0.916,0.902228571428571,0.907931034482759,0.8912,0.9092,0.899034482758621,0.899333333333333,0.928514285714286,0.889210526315789,0.903388888888889,0.872228571428571,0.8865,0.866294117647059,0.879625,0.874
"SE",0.00216701760925949,0.00201207880555668,0.00200294904071957,0.00190291886020996,0.00243074253334754,0.00213550604735248,0.00215846629090383,0.00266168396190043,0.00259244745169537,0.00234095710347726,0.00214719538156075,0.00222813730689638,0.00169971669674938,0.00211062890724885,0.00186671298889625,0.00191991983800593,0.00221978685300586,0.00232562685397268,0.00182297565273399,0.00172071511195294
