"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20"
"Mean",0.684814814814815,0.634277777777778,0.6515625,0.730307692307692,0.647028571428571,0.696,0.666114285714286,0.660137931034483,0.6722,0.70512,0.670551724137931,0.689833333333333,0.689085714285714,0.636684210526316,0.647166666666667,0.624342857142857,0.641222222222222,0.630352941176471,0.6484375,0.622685714285714
"SE",0.00344206890370536,0.00261740454484483,0.0025656385052027,0.00276764595042647,0.00273506264387932,0.00337714315747762,0.00270823047207691,0.00385830591521675,0.00339569061648129,0.0033083926798747,0.00287265348509232,0.0025183472824372,0.00251032011656774,0.00249023540067918,0.00249234831905512,0.00232562353030568,0.00330803507670045,0.00316472608451228,0.00215432545680723,0.00188307512964506
