"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20"
"Mean",0.745925925925926,0.697388888888889,0.7035625,0.784307692307692,0.706571428571429,0.748428571428571,0.728457142857143,0.721241379310345,0.7284,0.75608,0.727310344827586,0.73125,0.748285714285714,0.696368421052632,0.708944444444444,0.676742857142857,0.695444444444444,0.686823529411765,0.7053125,0.681657142857143
"SE",0.00347960014294005,0.00256739606435692,0.00256040960241996,0.0027517906541378,0.00293484382023156,0.00322387950193302,0.00280629940437218,0.00370894507183683,0.0032247152879732,0.00329030689129111,0.00281079131664638,0.0024854144776691,0.00250569675262305,0.00253666948948404,0.0025500980033744,0.00239947508335406,0.00313271833151106,0.00304146362825598,0.00224577056003427,0.00203596793513715
