"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20"
"Mean",0.867777777777778,0.829777777777778,0.8313125,0.886615384615385,0.819485714285714,0.865571428571429,0.8472,0.848896551724138,0.837733333333333,0.8676,0.843862068965517,0.84125,0.877428571428571,0.820315789473684,0.839722222222222,0.807314285714286,0.827333333333333,0.803176470588235,0.8225,0.809085714285714
"SE",0.00275104032421992,0.00236841542444557,0.00225207785096199,0.00230569771465349,0.00280247616283273,0.00276378390848154,0.0026008420503727,0.00318909753131662,0.00294633059077261,0.00260100181100315,0.00243742736095903,0.00255880244252653,0.00218182902599045,0.00235917872283481,0.00219826064991281,0.0022339046640022,0.00268819705827758,0.00268452792814733,0.0020453280258841,0.00180741229183356
