"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20"
"Mean",0.256444444444444,0.2445,0.269875,0.331230769230769,0.255142857142857,0.290285714285714,0.255885714285714,0.256758620689655,0.289733333333333,0.30368,0.275862068965517,0.30475,0.2476,0.238368421052632,0.246777777777778,0.250742857142857,0.240055555555556,0.255647058823529,0.271375,0.248057142857143
"SE",0.00185683586712673,0.000881745259409657,0.00134437101160121,0.00187780534068657,0.00115333019780632,0.00257182616132934,0.00105321497752543,0.00135550952946256,0.00148407714420103,0.00217660064797416,0.00200794544314509,0.002126231682291,0.00113714864041044,0.00130261093675547,0.00132917968026526,0.00127764045742147,0.00164868012934013,0.00200422544950754,0.00172254261372897,0.00108293827457128
