"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20"
"Mean",0.834888888888889,0.784444444444444,0.7993125,0.855153846153846,0.784857142857143,0.831142857142857,0.817257142857143,0.811724137931034,0.803133333333333,0.83392,0.815034482758621,0.80875,0.840171428571429,0.784210526315789,0.800888888888889,0.7696,0.788111111111111,0.770588235294118,0.78725,0.771542857142857
"SE",0.00296047360728425,0.00263388144247791,0.00255203088947247,0.00238777594296969,0.00284885715264792,0.00285553920068007,0.00265200720262462,0.00362559762913891,0.00309472079772214,0.00287224071649069,0.0025568457474005,0.00250660172654975,0.00229555710670993,0.00244627629354982,0.00231698421316023,0.00234865530703371,0.00291776415822464,0.00291453214870082,0.00207455901101423,0.0019057090879053
