"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20"
"Mean",0.614592592592593,0.565444444444444,0.5885625,0.671769230769231,0.586514285714286,0.627714285714286,0.600742857142857,0.595724137931035,0.61,0.6372,0.606620689655172,0.62525,0.613771428571429,0.563210526315789,0.579777777777778,0.557428571428571,0.568777777777778,0.573058823529412,0.5950625,0.559714285714286
"SE",0.00367208503058049,0.00244096531829082,0.0025437846052163,0.00285879145311635,0.00263530920523068,0.00326725919055985,0.00273166314888103,0.00353084206683254,0.00295667521061183,0.00335625518961172,0.00296508812441379,0.00242767515490849,0.00240841435282636,0.00239826270304267,0.00242008264730622,0.00240305042466931,0.00324871821931852,0.00327466427148436,0.00219960506964883,0.00184548965651609
