"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20"
"Mean",0.795555555555556,0.749277777777778,0.75525,0.816384615384615,0.745828571428571,0.800071428571429,0.769485714285714,0.771034482758621,0.7638,0.80008,0.767655172413793,0.778833333333333,0.802685714285714,0.740631578947368,0.759722222222222,0.726857142857143,0.743944444444444,0.725235294117647,0.7473125,0.726914285714286
"SE",0.00320711580078596,0.00252689215206016,0.00248987176835388,0.00269331171131226,0.00291023783816234,0.0029843891272836,0.00286096966739122,0.00345669623559115,0.00320549933825772,0.00294559676136451,0.00257442366694584,0.00237784390079889,0.00256099419368166,0.0025494144943467,0.0025361082728908,0.00232150619791373,0.00296425821073326,0.0030519729869099,0.00220421256769559,0.00204750581692575
