"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20"
"Mean",0.524592592592593,0.486166666666667,0.50725,0.596307692307692,0.505085714285714,0.552357142857143,0.513028571428571,0.504551724137931,0.529533333333333,0.55456,0.526344827586207,0.558416666666667,0.5208,0.479,0.491666666666667,0.477485714285714,0.486444444444444,0.493235294117647,0.5146875,0.482857142857143
"SE",0.00319315844179803,0.00202885460803864,0.0022566701398832,0.00281760667954206,0.00235088734349123,0.00364189149840407,0.00232842432868296,0.00307516965227746,0.00265134375210535,0.00302481599831251,0.00278984471433096,0.00249442431005845,0.00220795887862917,0.00211565177564402,0.00227054453234059,0.00217400061633124,0.00288692703540654,0.00317012367950735,0.00234801507386008,0.00190657419271989
