"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20"
"Mean",0.408444444444444,0.385611111111111,0.412875,0.493538461538462,0.400685714285714,0.439285714285714,0.403142857142857,0.395724137931035,0.428933333333333,0.45056,0.426896551724138,0.451416666666667,0.403542857142857,0.370789473684211,0.387277777777778,0.381542857142857,0.382333333333333,0.394176470588235,0.41175,0.383371428571429
"SE",0.00266068091241974,0.00172128820177056,0.00193391087502633,0.00237316304938628,0.0020188567521197,0.00315006460863375,0.00190996046009931,0.0025502762842914,0.00207978040393999,0.00287079356823559,0.00255875369689832,0.00243660149212805,0.00174653509879857,0.00177018429080318,0.00183037554160908,0.00175404042296828,0.00241646606558459,0.00269845964880316,0.00219461161490605,0.00164557201090002
