"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20"
0.440860215053763,0.494623655913978,0.580645161290323,0.666666666666667,0.709677419354839,0.752688172043011,0.78494623655914,0.774193548387097,0.752688172043011,0.806451612903226,0.849462365591398,0.838709677419355,0.881720430107527,0.870967741935484,0.870967741935484,0.827956989247312,0.924731182795699,0.881720430107527,0.924731182795699
0.451612903225806,0.548387096774194,0.56989247311828,0.634408602150538,0.655913978494624,0.752688172043011,0.731182795698925,0.752688172043011,0.817204301075269,0.774193548387097,0.78494623655914,0.849462365591398,0.849462365591398,0.849462365591398,0.903225806451613,0.870967741935484,0.89247311827957,0.89247311827957,0.913978494623656
0.473118279569892,0.526881720430108,0.602150537634409,0.645161290322581,0.698924731182796,0.763440860215054,0.752688172043011,0.741935483870968,0.720430107526882,0.795698924731183,0.817204301075269,0.806451612903226,0.838709677419355,0.860215053763441,0.838709677419355,0.838709677419355,0.913978494623656,0.903225806451613,0.924731182795699
0.462365591397849,0.505376344086022,0.548387096774194,0.623655913978495,0.720430107526882,0.752688172043011,0.731182795698925,0.806451612903226,0.795698924731183,0.774193548387097,0.78494623655914,0.827956989247312,0.860215053763441,0.849462365591398,0.860215053763441,0.860215053763441,0.903225806451613,0.913978494623656,0.935483870967742
0.462365591397849,0.505376344086022,0.591397849462366,0.634408602150538,0.720430107526882,0.634408602150538,0.698924731182796,0.806451612903226,0.78494623655914,0.795698924731183,0.838709677419355,0.838709677419355,0.827956989247312,0.860215053763441,0.89247311827957,0.870967741935484,0.89247311827957,0.913978494623656,0.935483870967742
0.462365591397849,0.494623655913978,0.56989247311828,0.645161290322581,0.688172043010753,0.741935483870968,0.763440860215054,0.774193548387097,0.838709677419355,0.806451612903226,0.817204301075269,0.838709677419355,0.860215053763441,0.89247311827957,0.860215053763441,0.89247311827957,0.903225806451613,0.89247311827957,0.924731182795699
0.473118279569892,0.516129032258065,0.591397849462366,0.634408602150538,0.698924731182796,0.731182795698925,0.806451612903226,0.795698924731183,0.806451612903226,0.78494623655914,0.795698924731183,0.827956989247312,0.860215053763441,0.860215053763441,0.89247311827957,0.881720430107527,0.881720430107527,0.924731182795699,0.956989247311828
0.43010752688172,0.494623655913978,0.56989247311828,0.67741935483871,0.709677419354839,0.731182795698925,0.78494623655914,0.763440860215054,0.806451612903226,0.838709677419355,0.827956989247312,0.860215053763441,0.849462365591398,0.849462365591398,0.860215053763441,0.860215053763441,0.881720430107527,0.913978494623656,0.913978494623656
0.451612903225806,0.548387096774194,0.505376344086022,0.688172043010753,0.688172043010753,0.698924731182796,0.774193548387097,0.741935483870968,0.795698924731183,0.806451612903226,0.774193548387097,0.817204301075269,0.849462365591398,0.881720430107527,0.860215053763441,0.849462365591398,0.903225806451613,0.913978494623656,0.935483870967742
0.462365591397849,0.494623655913978,0.580645161290323,0.591397849462366,0.67741935483871,0.774193548387097,0.774193548387097,0.78494623655914,0.78494623655914,0.806451612903226,0.763440860215054,0.838709677419355,0.827956989247312,0.903225806451613,0.870967741935484,0.860215053763441,0.935483870967742,0.913978494623656,0.903225806451613
0.483870967741935,0.505376344086022,0.612903225806452,0.655913978494624,0.655913978494624,0.709677419354839,0.774193548387097,0.774193548387097,0.78494623655914,0.795698924731183,0.795698924731183,0.838709677419355,0.806451612903226,0.860215053763441,0.860215053763441,0.838709677419355,0.881720430107527,0.870967741935484,0.946236559139785
0.451612903225806,0.537634408602151,0.580645161290323,0.602150537634409,0.698924731182796,0.709677419354839,0.709677419354839,0.795698924731183,0.795698924731183,0.774193548387097,0.806451612903226,0.860215053763441,0.827956989247312,0.838709677419355,0.913978494623656,0.870967741935484,0.89247311827957,0.913978494623656,0.924731182795699
0.473118279569892,0.537634408602151,0.591397849462366,0.645161290322581,0.688172043010753,0.763440860215054,0.78494623655914,0.774193548387097,0.806451612903226,0.752688172043011,0.827956989247312,0.806451612903226,0.849462365591398,0.827956989247312,0.849462365591398,0.881720430107527,0.89247311827957,0.924731182795699,0.913978494623656
0.473118279569892,0.451612903225806,0.56989247311828,0.655913978494624,0.655913978494624,0.720430107526882,0.731182795698925,0.741935483870968,0.78494623655914,0.795698924731183,0.741935483870968,0.849462365591398,0.827956989247312,0.870967741935484,0.870967741935484,0.817204301075269,0.870967741935484,0.903225806451613,0.913978494623656
0.397849462365591,0.494623655913978,0.537634408602151,0.67741935483871,0.688172043010753,0.698924731182796,0.752688172043011,0.731182795698925,0.752688172043011,0.795698924731183,0.860215053763441,0.817204301075269,0.860215053763441,0.913978494623656,0.903225806451613,0.881720430107527,0.89247311827957,0.924731182795699,0.903225806451613
0.462365591397849,0.516129032258065,0.56989247311828,0.688172043010753,0.688172043010753,0.731182795698925,0.741935483870968,0.795698924731183,0.795698924731183,0.817204301075269,0.838709677419355,0.860215053763441,0.849462365591398,0.881720430107527,0.838709677419355,0.838709677419355,0.924731182795699,0.89247311827957,0.946236559139785
0.473118279569892,0.516129032258065,0.559139784946237,0.645161290322581,0.67741935483871,0.741935483870968,0.741935483870968,0.78494623655914,0.78494623655914,0.827956989247312,0.817204301075269,0.870967741935484,0.827956989247312,0.870967741935484,0.903225806451613,0.881720430107527,0.913978494623656,0.924731182795699,0.860215053763441
0.462365591397849,0.537634408602151,0.56989247311828,0.655913978494624,0.645161290322581,0.741935483870968,0.763440860215054,0.795698924731183,0.763440860215054,0.827956989247312,0.763440860215054,0.860215053763441,0.838709677419355,0.827956989247312,0.838709677419355,0.860215053763441,0.903225806451613,0.860215053763441,0.946236559139785
0.462365591397849,0.505376344086022,0.602150537634409,0.634408602150538,0.709677419354839,0.763440860215054,0.752688172043011,0.774193548387097,0.752688172043011,0.774193548387097,0.774193548387097,0.849462365591398,0.870967741935484,0.838709677419355,0.870967741935484,0.838709677419355,0.924731182795699,0.89247311827957,0.935483870967742
0.494623655913978,0.516129032258065,0.56989247311828,0.666666666666667,0.67741935483871,0.752688172043011,0.698924731182796,0.763440860215054,0.78494623655914,0.806451612903226,0.763440860215054,0.838709677419355,0.827956989247312,0.870967741935484,0.89247311827957,0.913978494623656,0.89247311827957,0.924731182795699,0.913978494623656
