"Npop2","Npop3","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20","Npop21","Npop22","Npop23","Npop24","Npop25","Npop26"
0.38659793814433,0.469072164948454,0.561855670103093,0.634020618556701,0.644329896907217,0.706185567010309,0.752577319587629,0.77319587628866,0.814432989690722,0.835051546391753,0.845360824742268,0.855670103092783,0.912371134020619,0.912371134020619,0.891752577319588,0.912371134020619,0.95360824742268,0.943298969072165,0.958762886597938,0.948453608247423,0.943298969072165,0.95360824742268,0.974226804123711,0.974226804123711
0.38659793814433,0.469072164948454,0.56701030927835,0.618556701030928,0.675257731958763,0.716494845360825,0.757731958762887,0.783505154639175,0.819587628865979,0.824742268041237,0.845360824742268,0.860824742268041,0.907216494845361,0.902061855670103,0.927835051546392,0.938144329896907,0.943298969072165,0.927835051546392,0.938144329896907,0.948453608247423,0.958762886597938,0.958762886597938,0.958762886597938,0.974226804123711
0.371134020618557,0.469072164948454,0.541237113402062,0.597938144329897,0.670103092783505,0.706185567010309,0.768041237113402,0.788659793814433,0.804123711340206,0.84020618556701,0.850515463917526,0.860824742268041,0.917525773195876,0.917525773195876,0.912371134020619,0.948453608247423,0.938144329896907,0.943298969072165,0.938144329896907,0.938144329896907,0.958762886597938,0.969072164948454,0.974226804123711,0.95360824742268
0.38659793814433,0.479381443298969,0.561855670103093,0.628865979381443,0.680412371134021,0.706185567010309,0.747422680412371,0.793814432989691,0.824742268041237,0.84020618556701,0.860824742268041,0.871134020618557,0.917525773195876,0.93298969072165,0.871134020618557,0.917525773195876,0.938144329896907,0.943298969072165,0.93298969072165,0.948453608247423,0.963917525773196,0.958762886597938,0.963917525773196,0.963917525773196
0.360824742268041,0.458762886597938,0.592783505154639,0.608247422680412,0.670103092783505,0.706185567010309,0.731958762886598,0.778350515463918,0.814432989690722,0.845360824742268,0.860824742268041,0.896907216494845,0.902061855670103,0.917525773195876,0.912371134020619,0.912371134020619,0.927835051546392,0.93298969072165,0.958762886597938,0.93298969072165,0.969072164948454,0.963917525773196,0.979381443298969,0.963917525773196
0.38659793814433,0.474226804123711,0.561855670103093,0.628865979381443,0.670103092783505,0.706185567010309,0.747422680412371,0.762886597938144,0.835051546391753,0.829896907216495,0.845360824742268,0.871134020618557,0.902061855670103,0.907216494845361,0.93298969072165,0.93298969072165,0.938144329896907,0.963917525773196,0.938144329896907,0.948453608247423,0.974226804123711,0.963917525773196,0.969072164948454,0.974226804123711
0.381443298969072,0.458762886597938,0.551546391752577,0.644329896907217,0.680412371134021,0.721649484536082,0.762886597938144,0.793814432989691,0.798969072164949,0.84020618556701,0.855670103092783,0.865979381443299,0.907216494845361,0.912371134020619,0.917525773195876,0.922680412371134,0.943298969072165,0.922680412371134,0.95360824742268,0.948453608247423,0.963917525773196,0.974226804123711,0.948453608247423,0.984536082474227
0.371134020618557,0.463917525773196,0.577319587628866,0.623711340206186,0.685567010309278,0.731958762886598,0.757731958762887,0.783505154639175,0.819587628865979,0.845360824742268,0.871134020618557,0.876288659793814,0.912371134020619,0.917525773195876,0.927835051546392,0.948453608247423,0.938144329896907,0.938144329896907,0.958762886597938,0.948453608247423,0.958762886597938,0.958762886597938,0.958762886597938,0.974226804123711
0.371134020618557,0.443298969072165,0.582474226804124,0.634020618556701,0.680412371134021,0.721649484536082,0.757731958762887,0.77319587628866,0.793814432989691,0.835051546391753,0.860824742268041,0.876288659793814,0.917525773195876,0.896907216494845,0.922680412371134,0.927835051546392,0.93298969072165,0.95360824742268,0.927835051546392,0.943298969072165,0.963917525773196,0.958762886597938,0.963917525773196,0.979381443298969
0.376288659793814,0.438144329896907,0.561855670103093,0.634020618556701,0.670103092783505,0.716494845360825,0.742268041237113,0.788659793814433,0.819587628865979,0.850515463917526,0.860824742268041,0.881443298969072,0.902061855670103,0.938144329896907,0.912371134020619,0.917525773195876,0.922680412371134,0.958762886597938,0.927835051546392,0.938144329896907,0.958762886597938,0.958762886597938,0.963917525773196,0.989690721649485
