"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20","Npop21","Npop22","Npop23","Npop24","Npop25","Npop26","Npop27","Npop28","Npop29","Npop30","Npop31"
-0.1443,-0.1068,-0.0806,-0.0695,-0.0783,-0.0653,-0.0418,-0.0351,-0.0227,-0.0268,-0.0227,-0.0131,-0.0163,-0.0152,-0.0151,-0.0198,-0.0237,-0.019,-0.0156,-0.0198,-0.0173,-0.0213,-0.0193,-0.0188,-0.0172,-0.0176,-0.0175,-0.0176,-0.019,-0.0176
