"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20","Npop21","Npop22","Npop23","Npop24","Npop25","Npop26","Npop27","Npop28","Npop29","Npop30","Npop31"
0.3283,0.3258,0.2673,0.2874,0.2672,0.2403,0.2509,0.2391,0.2767,0.2609,0.2446,0.2252,0.2406,0.2354,0.2265,0.2125,0.2009,0.1918,0.1834,0.1861,0.1787,0.1748,0.166,0.1595,0.1539,0.152,0.1462,0.1431,0.1391,0.1345
