"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20","Npop21","Npop22","Npop23","Npop24","Npop25","Npop26","Npop27","Npop28","Npop29","Npop30","Npop31"
-0.3363,-0.2417,-0.1943,-0.173,-0.1644,-0.1343,-0.1001,-0.1014,-0.0864,-0.0629,-0.0606,-0.0604,-0.058,-0.0511,-0.0532,-0.0365,-0.0337,-0.0399,-0.043,-0.041,-0.047,-0.0522,-0.0453,-0.0404,-0.0325,-0.0332,-0.0349,-0.034,-0.0381,-0.0326
