"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20","Npop21","Npop22","Npop23","Npop24","Npop25","Npop26","Npop27","Npop28","Npop29","Npop30","Npop31"
0.840070298769772,0.87170474516696,0.887521968365554,0.901581722319859,0.913884007029877,0.919156414762742,0.931458699472759,0.933216168717047,0.933216168717047,0.938488576449912,0.9402460456942,0.947275922671353,0.957820738137083,0.968365553602812,0.9701230228471,0.971880492091388,0.971880492091388,0.978910369068541,0.985940246045694,0.987697715289982,0.989455184534271,0.989455184534271,0.989455184534271,0.994727592267135,0.994727592267135,0.996485061511424,0.996485061511424,0.996485061511424,1,1
