"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20","Npop21","Npop22","Npop23","Npop24","Npop25","Npop26","Npop27","Npop28","Npop29","Npop30","Npop31"
0.2709,0.2115,0.1696,0.1813,0.1669,0.1483,0.1489,0.1424,0.1526,0.1455,0.1383,0.1285,0.1297,0.1262,0.1205,0.1153,0.1094,0.1048,0.1018,0.101,0.0975,0.0961,0.0922,0.0889,0.0861,0.0861,0.0829,0.0804,0.0785,0.0761
