"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20","Npop21","Npop22","Npop23","Npop24","Npop25","Npop26","Npop27","Npop28","Npop29","Npop30","Npop31"
-0.2145,-0.1638,-0.1229,-0.0456,-0.0548,-0.0554,-0.0486,-0.0438,-0.0351,-0.0363,-0.0424,-0.0511,-0.0592,-0.0483,-0.0355,-0.037,-0.0395,-0.0306,-0.0361,-0.0283,-0.0288,-0.0374,-0.033,-0.0352,-0.0369,-0.0414,-0.0387,-0.037,-0.037,-0.0326
