"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.852176377952756,0.925162479061977,0.86294512195122,0.869575851393189,0.859350769230769,0.872685624012638,0.91718718381113,0.879302839116719,0.918622673434856,0.926
"SE",0.000626117053406287,0.00071486600682836,0.000697087005377951,0.000593881446644501,0.000705125727067505,0.00054780818710148,0.000501275625918945,0.000610748082161445,0.000568316252354474,0.000429098659851604
