"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.830651968503937,0.901551088777219,0.837878048780488,0.847811145510836,0.834175384615385,0.849023696682464,0.895129848229342,0.857331230283912,0.893871404399323,0.904674267100977
"SE",0.000631594451503333,0.000842824414961533,0.000740823146720287,0.000661459988084877,0.00070295734369034,0.00058834014605659,0.000567603060818397,0.000613347336966998,0.000651581086199889,0.000448026471144645
