"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.869738582677165,0.941654941373534,0.881045731707317,0.887575851393189,0.878615384615385,0.8913775671406,0.933905564924115,0.897258675078864,0.939566835871404,0.942579804560261
"SE",0.000615972879877821,0.000646613001085945,0.00065541584760602,0.000565044584370426,0.000641491840133892,0.000531729831246905,0.000454630969651065,0.000539699769775573,0.000524936209959606,0.000389572185209731
