"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.764477611940299,0.815516129032258,0.761492537313433,0.763261538461538,0.722272727272727,0.752095238095238,0.836472727272727,0.840925925925926,0.813592592592593,0.852928571428571
"SE",0.0016679180508495,0.00153339421185073,0.00201595813083659,0.00184972882370718,0.00174319306797717,0.00182218551329349,0.00160613854163407,0.0011694228981186,0.00107631377088366,0.00127008424250842
