"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.799253543307087,0.870680067001675,0.804286585365854,0.81743653250774,0.803298461538462,0.814654028436019,0.865575042158516,0.825356466876972,0.861191201353638,0.873687296416938
"SE",0.000631455235424631,0.000892639772729362,0.000825535034702927,0.00071796934600857,0.000761064293617704,0.000623718217197575,0.000622094205522518,0.000646062632434808,0.000680887236887648,0.000487885478511735
