"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.670966929133858,0.724036850921273,0.659512195121951,0.672758513931889,0.662695384615385,0.67983570300158,0.728131534569983,0.685340694006309,0.714236886632826,0.716615635179153
"SE",0.000470490263291852,0.00106946707144739,0.000918501607163478,0.000878815067386602,0.00084163203401328,0.00047167576160799,0.000948049061205277,0.000566256380227146,0.000971331126841544,0.00057073385245832
