"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.910298507462687,0.958387096774194,0.889014925373134,0.891969230769231,0.855181818181818,0.883365079365079,0.952436363636364,0.916925925925926,0.920703703703704,0.933535714285714
"SE",0.00117524404889848,0.00118016778375912,0.0016116034924876,0.00173159766412648,0.00147836499054952,0.00149708570228395,0.0012652734388552,0.00128690600626181,0.0014287919388311,0.00120088149940298
