"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.940298507462687,0.991935483870968,0.928925373134328,0.930123076923077,0.901363636363636,0.928507936507937,0.988436363636364,0.944222222222222,0.985962962962963,0.970928571428571
"SE",0.00110760087121723,0.000591010829783432,0.00138958735516751,0.00143678765888528,0.00124512885710876,0.00124987968556527,0.000666977739799189,0.00116882213563285,0.000691328644319927,0.000863056942264872
