"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.665432835820896,0.726806451612903,0.66065671641791,0.676030769230769,0.64930303030303,0.687333333333333,0.768763636363636,0.783814814814815,0.766296296296296,0.778785714285714
"SE",0.00147462466173345,0.00162900937598539,0.00170480832996732,0.00190146773874548,0.00146430188271314,0.00157529511335826,0.00123719389567178,0.0012103792079962,0.000737579538267742,0.00156923108460276
