"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.942328358208955,0.996290322580645,0.937761194029851,0.935815384615385,0.910575757575758,0.933936507936508,0.993236363636364,0.948037037037037,1,0.978142857142857
"SE",0.00109574884551436,0.000406589499743548,0.00129025912533541,0.00134084880368455,0.00121719576015881,0.00118811590728273,0.00049483728917853,0.0010974080172443,0,0.000779082178028132
