"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.75592125984252,0.820020100502513,0.754798780487805,0.768947368421053,0.754476923076923,0.768129541864139,0.821426644182125,0.776785488958991,0.811465313028765,0.822947882736156
"SE",0.000645161065472392,0.00100533640918625,0.000863453533932067,0.000805892019217606,0.000782630023212935,0.000606183021411189,0.000657416586433243,0.000688927692903311,0.00074455411170555,0.000568007249209328
