"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.933731343283582,0.985870967741935,0.921970149253731,0.922492307692308,0.892909090909091,0.919777777777778,0.982981818181818,0.937111111111111,0.969481481481481,0.961071428571429
"SE",0.00112408417103153,0.00077517876416194,0.00146872032971042,0.00140411664775181,0.0012215308538685,0.00130851423508151,0.000830010644540687,0.0012033922142917,0.000976710190012908,0.000985431277495573
