"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.895965354330709,0.966013400335008,0.908853658536585,0.911250773993808,0.906178461538461,0.919260663507109,0.957507588532884,0.921372239747634,0.967252115059222,0.964827361563518
"SE",0.000634144537956508,0.000507965189861588,0.000560394880015367,0.000480435608181255,0.000633582270287871,0.00045858561136155,0.000358520906243795,0.000501590328077382,0.000376366722243436,0.000373254276125288
