"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.919223880597015,0.969387096774194,0.905402985074627,0.903353846153846,0.869636363636364,0.898253968253968,0.965309090909091,0.926037037037037,0.936333333333333,0.943321428571429
"SE",0.0011722690306392,0.00112960837881639,0.00160018523390366,0.00162781609863502,0.00140898201979511,0.0014847251656907,0.00110871961266862,0.00121328282834392,0.00129975257863084,0.00116386165148869
