"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.9136,0.982596314907873,0.928670731707317,0.928712074303406,0.926009230769231,0.939415481832543,0.974431703204047,0.938290220820189,0.9865820642978,0.978237785016287
"SE",0.00060959058631249,0.000360661531916601,0.000511838739573155,0.000448035145100597,0.000565284333732173,0.000404256617745167,0.000270588087969825,0.000421510838907877,0.000261134147415358,0.000318061907084284
