"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.884261417322835,0.954663316582915,0.897274390243902,0.901439628482972,0.892526153846154,0.908341232227488,0.946920741989882,0.90996214511041,0.954558375634518,0.954879478827362
"SE",0.000592811076844812,0.000522521541548917,0.000608400724923163,0.000507194323365557,0.000653011231633157,0.000497380641241523,0.000392853640662511,0.000507761888613952,0.000464068385959726,0.000405261346561802
