"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.926089552238806,0.978258064516129,0.914238805970149,0.912092307692308,0.882666666666667,0.909746031746032,0.9744,0.931703703703704,0.953444444444444,0.954035714285714
"SE",0.00120743233379962,0.000911851720986444,0.001494253791204,0.00153818465212994,0.00131705281502901,0.00142459038201546,0.000966329246439443,0.00121687211408636,0.00126753516304066,0.00109506213397074
