"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.817164179104478,0.865483870967742,0.802955223880597,0.808338461538462,0.766393939393939,0.793873015873016,0.873672727272727,0.867074074074074,0.842074074074074,0.879857142857143
"SE",0.00163874277536591,0.00158130533021663,0.00207247574013108,0.00189767230843549,0.00173766528736847,0.00188721279241094,0.00156843607423928,0.00121677610042066,0.00129950404187252,0.00124305769201098
