"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.853880597014925,0.898741935483871,0.833582089552239,0.840369230769231,0.795909090909091,0.823047619047619,0.899927272727273,0.883185185185185,0.864888888888889,0.894392857142857
"SE",0.00146596451069591,0.00151467587706413,0.00184867983859566,0.00183598039610822,0.0015809918856509,0.00173154102230045,0.00151180430663095,0.00123438925944718,0.00138430650083831,0.00126663302841091
